scenario,rep,seed,groups,pop,area_type,p_MDA_percent,p_covered,Y_TAS,tas_sample,mf_prev_2010_end,ant_prev_2010_end_allages,years_to_elimination,total_infected_people,total_years_with_infection,total_mda_doses,mda_years,tas_surveys,mf_zero_at_end,final_year
1,10,1024166,316,54087,AS,0.6,0.7,3,1500,0.563192,3.60956,-1,1151,4092,146192,4,8,0,2040
1,1,924257,316,52157,AS,0.6,0.8,2,1500,0.620466,3.54921,-1,1145,3560,208431,5,2,1,2022
1,2,924258,316,52119,AS,0.6,0.8,2,1500,0.622375,3.54397,-1,1160,3626,208404,5,2,1,2022
1,3,924259,316,53998,AS,0.6,0.8,2,1500,0.641466,3.55228,-1,1292,4547,125708,3,12,0,2040
1,4,924260,316,52233,AS,0.6,0.8,2,1500,0.61092,3.6411,-1,1132,3505,208865,5,2,1,2022
1,5,924261,316,53735,AS,0.6,0.8,2,1500,0.649103,3.5208,-1,1417,5452,125625,3,12,0,2040
1,6,924262,316,52147,AS,0.6,0.8,2,1500,0.58992,3.4393,-1,1156,3645,208154,5,2,1,2022
1,7,924263,316,52309,AS,0.6,0.8,2,1500,0.601375,3.58153,-1,1122,3588,209039,5,2,1,2022
1,8,924264,316,52165,AS,0.6,0.8,2,1500,0.609011,3.62671,-1,1212,3710,208554,5,2,1,2022
1,9,924265,316,52092,AS,0.6,0.8,2,1500,0.551737,3.53933,-1,965,3024,208250,5,2,1,2022
1,10,924266,316,52229,AS,0.6,0.8,2,1500,0.65483,3.48815,-1,1198,3971,209038,5,2,1,2022
1,1,1024257,316,52053,AS,0.6,0.8,3,1500,0.603284,3.57054,-1,1159,3793,166248,4,2,1,2025
1,2,1024258,316,52173,AS,0.6,0.8,3,1500,0.605193,3.58775,-1,1149,3792,166782,4,1,1,2022
1,3,1024259,316,52435,AS,0.6,0.8,3,1500,0.559374,3.50492,-1,1105,3745,167727,4,1,1,2022
1,4,1024260,316,53840,AS,0.6,0.8,3,1500,0.637648,3.6136,-1,1286,4470,166963,4,8,0,2040
1,5,1024261,316,53960,AS,0.6,0.8,3,1500,0.559374,3.53737,-1,1064,3609,166729,4,8,0,2040
1,6,1024262,316,53997,AS,0.6,0.8,3,1500,0.580374,3.57191,-1,1280,4455,167268,4,8,0,2040
1,7,1024263,316,52383,AS,0.6,0.8,3,1500,0.599465,3.47299,-1,1160,3792,167552,4,1,1,2022
1,8,1024264,316,53148,AS,0.6,0.8,3,1500,0.626193,3.67314,-1,1277,4593,167024,4,8,0,2040
1,9,1024265,316,53646,AS,0.6,0.8,3,1500,0.570829,3.46333,-1,1042,3438,167316,4,8,0,2040
1,10,1024266,316,52428,AS,0.6,0.8,3,1500,0.591829,3.55439,-1,1243,4296,167406,4,1,1,2022
1,1,1024057,316,53469,AS,0.7,0.6,2,1500,0.572738,3.51708,-1,1394,5875,220395,7,12,0,2040
1,2,1024058,316,53535,AS,0.7,0.6,2,1500,0.607102,3.55183,-1,1235,5052,155904,5,12,0,2040
1,3,1024059,316,53911,AS,0.7,0.6,2,1500,0.630011,3.53222,-1,1409,5496,219649,7,12,0,2040
1,4,1024060,316,52575,AS,0.7,0.6,2,1500,0.605193,3.62615,-1,1338,4642,220342,7,5,1,2027
1,5,1024061,316,52212,AS,0.7,0.6,2,1500,0.551737,3.57792,-1,1258,4357,219259,7,3,1,2024
1,6,1024062,316,53397,AS,0.7,0.6,2,1500,0.561283,3.64461,-1,1444,5918,156073,5,12,0,2040
1,7,1024063,316,52469,AS,0.7,0.6,2,1500,0.614738,3.5526,-1,1320,4743,220507,7,4,1,2025
1,8,1024064,316,53230,AS,0.7,0.6,2,1500,0.563192,3.53175,-1,1279,4631,156684,5,12,0,2040
1,9,1024065,316,53578,AS,0.7,0.6,2,1500,0.549828,3.47188,-1,1262,4974,282874,9,12,0,2040
1,10,1024066,316,53630,AS,0.7,0.6,2,1500,0.628102,3.58769,-1,1479,5619,187561,6,11,0,2040
1,1,1124057,316,53542,AS,0.7,0.6,3,1500,0.63383,3.59855,-1,1409,5478,219141,7,8,0,2040
1,2,1124058,316,53638,AS,0.7,0.6,3,1500,0.65483,3.56528,-1,1286,4943,219484,7,8,0,2040
1,3,1124059,316,54074,AS,0.7,0.6,3,1500,0.568919,3.51894,-1,1312,4961,220478,7,8,0,2040
1,4,1124060,316,53861,AS,0.7,0.6,3,1500,0.582283,3.47063,-1,1240,4491,220538,7,8,0,2040
1,5,1124061,316,53635,AS,0.7,0.6,3,1500,0.61092,3.50595,-1,1376,5197,219351,7,8,0,2040
1,6,1124062,316,52497,AS,0.7,0.6,3,1500,0.555556,3.46749,-1,1352,5130,219096,7,3,1,2027
1,7,1124063,316,53210,AS,0.7,0.6,3,1500,0.578465,3.49835,-1,1426,5640,155867,5,7,0,2040
1,8,1124064,316,52968,AS,0.7,0.6,3,1500,0.576556,3.48302,-1,1241,4983,217823,7,8,0,2040
1,9,1124065,316,52656,AS,0.7,0.6,3,1500,0.609011,3.47901,-1,1292,4595,249784,8,5,1,2033
1,10,1124066,316,53977,AS,0.7,0.6,3,1500,0.565101,3.48597,-1,1340,5264,220270,7,8,0,2040
1,1,1024157,316,52266,AS,0.7,0.7,2,1500,0.599465,3.65798,-1,1144,3823,182451,5,3,1,2023
1,2,1024158,316,54001,AS,0.7,0.7,2,1500,0.586102,3.48184,-1,1197,3933,183192,5,12,0,2040
1,3,1024159,316,52632,AS,0.7,0.7,2,1500,0.622375,3.47045,-1,1157,4021,183381,5,6,1,2030
1,4,1024160,316,53849,AS,0.7,0.7,2,1500,0.593738,3.48491,-1,1154,3939,182200,5,12,0,2040
1,5,1024161,316,53341,AS,0.7,0.7,2,1500,0.601375,3.59064,-1,1398,5031,182729,5,12,0,2040
1,6,1024162,316,54117,AS,0.7,0.7,2,1500,0.61092,3.63897,-1,1205,4300,183534,5,12,0,2040
1,7,1024163,316,52655,AS,0.7,0.7,2,1500,0.593738,3.56529,-1,1141,3968,184263,5,2,1,2022
1,8,1024164,316,53668,AS,0.7,0.7,2,1500,0.563192,3.41408,-1,1202,3989,183503,5,12,0,2040
1,9,1024165,316,53661,AS,0.7,0.7,2,1500,0.622375,3.52152,-1,1303,4674,183127,5,12,0,2040
1,10,1024166,316,54021,AS,0.7,0.7,2,1500,0.563192,3.60956,-1,1127,4152,182786,5,12,0,2040
1,1,1124157,316,52246,AS,0.7,0.7,3,1500,0.607102,3.56325,-1,1275,4736,219446,6,2,1,2024
1,2,1124158,316,52033,AS,0.7,0.7,3,1500,0.616648,3.64705,-1,1127,3839,218328,6,2,1,2024
1,3,1124159,316,52445,AS,0.7,0.7,3,1500,0.565101,3.38798,-1,1168,4093,219745,6,2,1,2024
1,4,1124160,316,53488,AS,0.7,0.7,3,1500,0.570829,3.53015,-1,1158,4265,146049,4,8,0,2040
1,5,1124161,316,53299,AS,0.7,0.7,3,1500,0.572738,3.47721,-1,1194,4558,146437,4,8,0,2040
1,6,1124162,316,52703,AS,0.7,0.7,3,1500,0.54601,3.45836,-1,1216,4237,257622,7,2,1,2025
1,7,1124163,316,52166,AS,0.7,0.7,3,1500,0.599465,3.53434,-1,1323,4894,255329,7,2,1,2025
1,8,1124164,316,53694,AS,0.7,0.7,3,1500,0.576556,3.59028,-1,1266,4808,146667,4,8,0,2040
1,9,1124165,316,52074,AS,0.7,0.7,3,1500,0.614738,3.44142,-1,1247,4506,254920,7,2,1,2025
1,10,1124166,316,53639,AS,0.7,0.7,3,1500,0.595647,3.53247,-1,1231,4569,255766,7,8,0,2040
1,1,1024257,316,52139,AS,0.7,0.8,2,1500,0.603284,3.57054,-1,1110,3497,166459,4,2,1,2021
1,2,1024258,316,52269,AS,0.7,0.8,2,1500,0.605193,3.58775,-1,1110,3533,166966,4,2,1,2021
1,3,1024259,316,52434,AS,0.7,0.8,2,1500,0.559374,3.50492,-1,1066,3458,209631,5,2,1,2022
1,4,1024260,316,52252,AS,0.7,0.8,2,1500,0.637648,3.6136,-1,1185,3768,167059,4,2,1,2021
1,5,1024261,316,53512,AS,0.7,0.8,2,1500,0.559374,3.53737,-1,1038,3369,124987,3,12,0,2040
1,6,1024262,316,52265,AS,0.7,0.8,2,1500,0.580374,3.57191,-1,1189,3789,167449,4,2,1,2021
1,7,1024263,316,52212,AS,0.7,0.8,2,1500,0.599465,3.47299,-1,1143,3607,167341,4,2,1,2021
1,8,1024264,316,52141,AS,0.7,0.8,2,1500,0.626193,3.67314,-1,1200,3875,166922,4,2,1,2021
1,9,1024265,316,53570,AS,0.7,0.8,2,1500,0.570829,3.46333,-1,1169,4351,125136,3,12,0,2040
1,10,1024266,316,52319,AS,0.7,0.8,2,1500,0.591829,3.55439,-1,1208,3968,209246,5,2,1,2022
1,1,1124257,316,52333,AS,0.7,0.8,3,1500,0.591829,3.598,-1,1107,3560,166959,4,3,1,2028
1,2,1124258,316,53773,AS,0.7,0.8,3,1500,0.597556,3.51511,-1,1107,3786,167389,4,8,0,2040
1,3,1124259,316,52454,AS,0.7,0.8,3,1500,0.595647,3.60678,-1,1289,4131,167476,4,1,1,2022
1,4,1124260,316,52303,AS,0.7,0.8,3,1500,0.578465,3.4013,-1,1136,3600,167035,4,1,1,2022
1,5,1124261,316,53547,AS,0.7,0.8,3,1500,0.576556,3.54786,-1,1202,4088,166216,4,8,0,2040
1,6,1124262,316,52744,AS,0.7,0.8,3,1500,0.574647,3.58526,-1,1145,3707,167687,4,3,1,2028
1,7,1124263,316,53523,AS,0.7,0.8,3,1500,0.582283,3.45638,-1,1059,3625,167397,4,8,0,2040
1,8,1124264,316,52913,AS,0.7,0.8,3,1500,0.561283,3.59407,-1,1143,3734,168286,4,3,1,2027
1,9,1124265,316,52250,AS,0.7,0.8,3,1500,0.605193,3.57054,-1,1117,3639,167084,4,1,1,2022
1,10,1124266,316,52321,AS,0.7,0.8,3,1500,0.605193,3.57327,-1,1286,4196,167466,4,1,1,2022
1,1,1124057,316,53125,AS,0.8,0.6,2,1500,0.63383,3.59855,-1,1346,5282,156669,5,12,0,2040
1,2,1124058,316,53480,AS,0.8,0.6,2,1500,0.65483,3.56528,-1,1235,4805,219146,7,12,0,2040
1,3,1124059,316,54238,AS,0.8,0.6,2,1500,0.568919,3.51894,-1,1358,5321,222384,7,12,0,2040
1,4,1124060,316,53972,AS,0.8,0.6,2,1500,0.582283,3.47063,-1,1279,4690,221336,7,12,0,2040
1,5,1124061,316,53004,AS,0.8,0.6,2,1500,0.61092,3.50595,-1,1404,5146,220017,7,12,0,2040
1,6,1124062,316,53417,AS,0.8,0.6,2,1500,0.555556,3.46749,-1,1266,4569,156012,5,12,0,2040
1,7,1124063,316,51875,AS,0.8,0.6,2,1500,0.578465,3.49835,-1,1349,4835,218075,7,5,1,2027
1,8,1124064,316,52063,AS,0.8,0.6,2,1500,0.576556,3.48302,-1,1126,3938,218325,7,4,1,2025
1,9,1124065,316,53484,AS,0.8,0.6,2,1500,0.609011,3.47901,-1,1390,5060,219029,7,12,0,2040
1,10,1124066,316,53598,AS,0.8,0.6,2,1500,0.565101,3.48597,-1,1411,5765,221156,7,12,0,2040
1,1,1224057,316,53769,AS,0.8,0.6,3,1500,0.570829,3.49183,-1,1525,6082,219405,7,8,0,2040
1,2,1224058,316,53214,AS,0.8,0.6,3,1500,0.553646,3.40405,-1,1362,5073,218588,7,8,0,2040
1,3,1224059,316,53909,AS,0.8,0.6,3,1500,0.54601,3.43611,-1,1260,4937,220576,7,8,0,2040
1,4,1224060,316,53222,AS,0.8,0.6,3,1500,0.591829,3.44215,-1,1362,5205,218809,7,8,0,2040
1,5,1224061,316,52176,AS,0.8,0.6,3,1500,0.63383,3.68871,-1,1516,5672,218796,7,3,1,2026
1,6,1224062,316,52360,AS,0.8,0.6,3,1500,0.572738,3.37691,-1,1333,4927,219224,7,4,1,2029
1,7,1224063,316,52399,AS,0.8,0.6,3,1500,0.574647,3.51247,-1,1371,5418,219042,7,3,1,2027
1,8,1224064,316,53474,AS,0.8,0.6,3,1500,0.572738,3.49641,-1,1363,5266,218450,7,8,0,2040
1,9,1224065,316,53866,AS,0.8,0.6,3,1500,0.557465,3.47818,-1,1479,5578,219988,7,8,0,2040
1,10,1224066,316,53508,AS,0.8,0.6,3,1500,0.557465,3.41509,-1,1434,5699,219515,7,8,0,2040
1,1,1124157,316,53861,AS,0.8,0.7,2,1500,0.607102,3.56325,-1,1235,4394,182967,5,12,0,2040
1,2,1124158,316,51857,AS,0.8,0.7,2,1500,0.616648,3.64705,-1,1065,3436,181628,5,3,1,2023
1,3,1124159,316,53887,AS,0.8,0.7,2,1500,0.565101,3.38798,-1,1134,3853,183010,5,12,0,2040
1,4,1124160,316,53709,AS,0.8,0.7,2,1500,0.570829,3.53015,-1,1176,4323,182166,5,12,0,2040
1,5,1124161,316,52329,AS,0.8,0.7,2,1500,0.572738,3.47721,-1,1103,3760,182619,5,2,1,2022
1,6,1124162,316,52342,AS,0.8,0.7,2,1500,0.54601,3.45836,-1,1131,3786,183334,5,3,1,2024
1,7,1124163,316,53154,AS,0.8,0.7,2,1500,0.599465,3.53434,-1,1297,4756,181928,5,12,0,2040
1,8,1124164,316,53994,AS,0.8,0.7,2,1500,0.576556,3.59028,-1,1099,3716,183135,5,12,0,2040
1,9,1124165,316,53467,AS,0.8,0.7,2,1500,0.614738,3.44142,-1,1229,4325,182409,5,12,0,2040
1,10,1124166,316,52122,AS,0.8,0.7,2,1500,0.595647,3.53247,-1,1150,3944,182495,5,3,1,2023
1,1,1224157,316,52100,AS,0.8,0.7,3,1500,0.631921,3.56118,-1,1243,4384,254844,7,2,1,2025
1,2,1224158,316,52057,AS,0.8,0.7,3,1500,0.620466,3.50206,-1,1268,4454,219046,6,2,1,2024
1,3,1224159,316,52389,AS,0.8,0.7,3,1500,0.555556,3.46442,-1,1147,4175,219945,6,2,1,2024
1,4,1224160,316,52430,AS,0.8,0.7,3,1500,0.601375,3.49344,-1,1247,4392,220130,6,2,1,2024
1,5,1224161,316,53322,AS,0.8,0.7,3,1500,0.570829,3.52451,-1,1231,4889,145792,4,8,0,2040
1,6,1224162,316,52669,AS,0.8,0.7,3,1500,0.630011,3.55908,-1,1372,4944,257429,7,2,1,2025
1,7,1224163,316,52273,AS,0.8,0.7,3,1500,0.626193,3.59436,-1,1382,5015,256036,7,2,1,2025
1,8,1224164,316,52386,AS,0.8,0.7,3,1500,0.630011,3.5463,-1,1405,4945,256031,7,2,1,2025
1,9,1224165,316,52097,AS,0.8,0.7,3,1500,0.641466,3.64469,-1,1361,4724,218543,6,2,1,2024
1,10,1224166,316,53505,AS,0.8,0.7,3,1500,0.61092,3.60812,-1,1414,5586,257444,7,8,0,2040
1,1,1124257,316,53414,AS,0.8,0.8,2,1500,0.591829,3.598,-1,1134,3871,125363,3,12,0,2040
1,2,1124258,316,53284,AS,0.8,0.8,2,1500,0.597556,3.51511,-1,1074,3514,209103,5,12,0,2040
1,3,1124259,316,52308,AS,0.8,0.8,2,1500,0.595647,3.60678,-1,1245,3853,209392,5,2,1,2022
1,4,1124260,316,53514,AS,0.8,0.8,2,1500,0.578465,3.4013,-1,1159,3892,208927,5,12,0,2040
1,5,1124261,316,52132,AS,0.8,0.8,2,1500,0.576556,3.54786,-1,1093,3340,166494,4,2,1,2021
1,6,1124262,316,52375,AS,0.8,0.8,2,1500,0.574647,3.58526,-1,1116,3468,209168,5,2,1,2022
1,7,1124263,316,53276,AS,0.8,0.8,2,1500,0.582283,3.45638,-1,1127,4250,125311,3,12,0,2040
1,8,1124264,316,53857,AS,0.8,0.8,2,1500,0.561283,3.59407,-1,1177,3831,125907,3,12,0,2040
1,9,1124265,316,52248,AS,0.8,0.8,2,1500,0.605193,3.57054,-1,1096,3459,166864,4,2,1,2021
1,10,1124266,316,52612,AS,0.8,0.8,2,1500,0.605193,3.57327,-1,1230,3868,209861,5,2,1,2022
1,1,1224257,316,52393,AS,0.8,0.8,3,1500,0.601375,3.61153,-1,1281,4182,208686,5,2,1,2023
1,2,1224258,316,52326,AS,0.8,0.8,3,1500,0.582283,3.57573,-1,1167,3726,167341,4,2,1,2024
1,3,1224259,316,52176,AS,0.8,0.8,3,1500,0.595647,3.65928,-1,1195,4020,249975,6,2,1,2024
1,4,1224260,316,53906,AS,0.8,0.8,3,1500,0.618557,3.55524,-1,1199,3941,167283,4,8,0,2040
1,5,1224261,316,52254,AS,0.8,0.8,3,1500,0.605193,3.67984,-1,1203,3990,167010,4,1,1,2022
1,6,1224262,316,52184,AS,0.8,0.8,3,1500,0.639557,3.69952,-1,1131,3755,166774,4,2,1,2023
1,7,1224263,316,52293,AS,0.8,0.8,3,1500,0.582283,3.53607,-1,1132,3733,167325,4,1,1,2022
1,8,1224264,316,52305,AS,0.8,0.8,3,1500,0.591829,3.42589,-1,1150,3766,167246,4,2,1,2023
1,9,1224265,316,53559,AS,0.8,0.8,3,1500,0.616648,3.60474,-1,1210,4031,166639,4,8,0,2040
1,10,1224266,316,52302,AS,0.8,0.8,3,1500,0.630011,3.53178,-1,1176,3812,166754,4,2,1,2025
1,1,824257,316,52243,subvillage,0.5,0.6,2,1500,0.612829,3.4432,-1,1206,3967,132203,9,4,1,2026
1,2,824258,316,52252,subvillage,0.5,0.6,2,1500,0.578465,3.4292,-1,1101,3627,112231,7,3,1,2024
1,3,824259,316,52351,subvillage,0.5,0.6,2,1500,0.61092,3.58264,-1,1252,4154,138773,10,4,1,2027
1,4,824260,316,52304,subvillage,0.5,0.6,2,1500,0.555556,3.52403,-1,1086,3663,125590,7,3,1,2024
1,5,824261,316,51920,subvillage,0.5,0.6,2,1500,0.616648,3.5836,-1,1211,3963,135780,9,4,1,2026
1,6,824262,316,52443,subvillage,0.5,0.6,2,1500,0.544101,3.39823,-1,995,3148,128389,10,4,1,2027
1,7,824263,316,52521,subvillage,0.5,0.6,2,1500,0.63383,3.68865,-1,1161,3969,136190,9,4,1,2026
1,8,824264,316,52666,subvillage,0.5,0.6,2,1500,0.582283,3.37197,-1,1116,3810,134981,8,3,1,2025
1,9,824265,316,52431,subvillage,0.5,0.6,2,1500,0.624284,3.49162,-1,1270,4250,135285,10,4,1,2027
1,10,824266,316,52375,subvillage,0.5,0.6,2,1500,0.652921,3.62384,-1,1247,4237,135448,8,3,1,2025
1,1,924257,316,52273,subvillage,0.5,0.6,3,1500,0.620466,3.54921,-1,1277,4441,146615,10,3,1,2028
1,2,924258,316,52441,subvillage,0.5,0.6,3,1500,0.622375,3.54397,-1,1271,4514,152097,9,3,1,2027
1,3,924259,316,52512,subvillage,0.5,0.6,3,1500,0.641466,3.55228,-1,1293,4449,146289,8,2,1,2026
1,4,924260,316,52539,subvillage,0.5,0.6,3,1500,0.61092,3.6411,-1,1244,4409,139547,9,3,1,2027
1,5,924261,316,52263,subvillage,0.5,0.6,3,1500,0.649103,3.5208,-1,1443,5078,169467,9,3,1,2027
1,6,924262,316,52587,subvillage,0.5,0.6,3,1500,0.58992,3.4393,-1,1227,4097,147154,11,3,1,2029
1,7,924263,316,52772,subvillage,0.5,0.6,3,1500,0.601375,3.58153,-1,1252,4411,145997,9,3,1,2027
1,8,924264,316,52426,subvillage,0.5,0.6,3,1500,0.609011,3.62671,-1,1328,4466,150070,8,2,1,2026
1,9,924265,316,52750,subvillage,0.5,0.6,3,1500,0.551737,3.53933,-1,1074,3770,142722,9,3,1,2027
1,10,924266,316,52679,subvillage,0.5,0.6,3,1500,0.65483,3.48815,-1,1332,4837,164491,11,3,1,2029
1,1,824357,316,52339,subvillage,0.5,0.7,2,1500,0.557465,3.37725,-1,1072,3599,117950,6,3,1,2023
1,2,824358,316,52868,subvillage,0.5,0.7,2,1500,0.591829,3.54847,-1,1204,3868,134081,6,2,1,2023
1,3,824359,316,52271,subvillage,0.5,0.7,2,1500,0.553646,3.46133,-1,1101,3593,129199,6,3,1,2023
1,4,824360,316,52359,subvillage,0.5,0.7,2,1500,0.547919,3.44788,-1,1033,3299,122351,5,2,1,2022
1,5,824361,316,52370,subvillage,0.5,0.7,2,1500,0.568919,3.41838,-1,1089,3580,121752,6,3,1,2023
1,6,824362,316,52643,subvillage,0.5,0.7,2,1500,0.578465,3.54744,-1,1063,3505,114409,6,3,1,2023
1,7,824363,316,52114,subvillage,0.5,0.7,2,1500,0.582283,3.3786,-1,1140,3879,128558,7,3,1,2024
1,8,824364,316,52477,subvillage,0.5,0.7,2,1500,0.622375,3.43442,-1,1172,3599,129908,7,3,1,2024
1,9,824365,316,51832,subvillage,0.5,0.7,2,1500,0.597556,3.6492,-1,1177,3877,119498,5,2,1,2022
1,10,824366,316,52420,subvillage,0.5,0.7,2,1500,0.568919,3.38938,-1,1136,3674,124452,6,3,1,2023
1,1,924357,316,52297,subvillage,0.5,0.7,3,1500,0.580374,3.60959,-1,1179,3898,132360,6,2,1,2024
1,2,924358,316,52416,subvillage,0.5,0.7,3,1500,0.614738,3.62099,-1,1206,3942,119373,5,1,1,2023
1,3,924359,316,52178,subvillage,0.5,0.7,3,1500,0.626193,3.48051,-1,1224,4387,137276,7,2,1,2025
1,4,924360,316,52722,subvillage,0.5,0.7,3,1500,0.599465,3.64912,-1,1205,3801,138235,7,2,1,2025
1,5,924361,316,52794,subvillage,0.5,0.7,3,1500,0.544101,3.40833,-1,1284,4530,134080,6,2,1,2024
1,6,924362,316,52399,subvillage,0.5,0.7,3,1500,0.603284,3.50703,-1,1307,4615,135242,6,2,1,2024
1,7,924363,316,52123,subvillage,0.5,0.7,3,1500,0.591829,3.54411,-1,1191,3862,142353,9,3,1,2027
1,8,924364,316,52514,subvillage,0.5,0.7,3,1500,0.576556,3.52797,-1,1153,3785,143537,8,3,1,2026
1,9,924365,316,52491,subvillage,0.5,0.7,3,1500,0.584192,3.53054,-1,1286,4652,141394,7,2,1,2025
1,10,924366,316,52574,subvillage,0.5,0.7,3,1500,0.572738,3.58931,-1,1167,4057,159801,11,4,1,2029
1,1,824457,316,52460,subvillage,0.5,0.8,2,1500,0.599465,3.59393,-1,1038,3232,100265,4,2,1,2021
1,2,824458,316,52253,subvillage,0.5,0.8,2,1500,0.570829,3.47267,-1,1137,3491,110517,4,2,1,2021
1,3,824459,316,52132,subvillage,0.5,0.8,2,1500,0.593738,3.68586,-1,1149,3698,109266,4,2,1,2021
1,4,824460,316,52280,subvillage,0.5,0.8,2,1500,0.572738,3.51378,-1,1051,3385,116617,5,2,1,2022
1,5,824461,316,52417,subvillage,0.5,0.8,2,1500,0.557465,3.50343,-1,1024,3141,98687,4,2,1,2021
1,6,824462,316,52156,subvillage,0.5,0.8,2,1500,0.572738,3.56501,-1,953,3016,110258,5,2,1,2022
1,7,824463,316,52302,subvillage,0.5,0.8,2,1500,0.605193,3.55044,-1,1130,3574,124234,5,2,1,2022
1,8,824464,316,52090,subvillage,0.5,0.8,2,1500,0.620466,3.4312,-1,1061,3376,108893,4,2,1,2021
1,9,824465,316,52254,subvillage,0.5,0.8,2,1500,0.63383,3.66082,-1,1139,3632,112655,4,2,1,2021
1,10,824466,316,52108,subvillage,0.5,0.8,2,1500,0.607102,3.59175,-1,1109,3455,110231,4,2,1,2021
1,1,924457,316,52573,subvillage,0.5,0.8,3,1500,0.593738,3.46034,-1,1193,3830,127582,5,2,1,2023
1,2,924458,316,52300,subvillage,0.5,0.8,3,1500,0.547919,3.48461,-1,1044,3238,120319,5,2,1,2023
1,3,924459,316,52161,subvillage,0.5,0.8,3,1500,0.528828,3.52057,-1,1006,3166,116760,5,2,1,2023
1,4,924460,316,52115,subvillage,0.5,0.8,3,1500,0.63383,3.70625,-1,1217,3912,132680,5,2,1,2023
1,5,924461,316,52118,subvillage,0.5,0.8,3,1500,0.578465,3.63466,-1,1194,3899,137021,6,2,1,2024
1,6,924462,316,52486,subvillage,0.5,0.8,3,1500,0.582283,3.52678,-1,1267,4085,131645,5,2,1,2023
1,7,924463,316,52401,subvillage,0.5,0.8,3,1500,0.614738,3.5743,-1,1230,3963,136831,6,2,1,2024
1,8,924464,316,52102,subvillage,0.5,0.8,3,1500,0.639557,3.65322,-1,1281,4177,142237,6,2,1,2024
1,9,924465,316,52524,subvillage,0.5,0.8,3,1500,0.551737,3.47151,-1,1040,3325,134911,6,2,1,2024
1,10,924466,316,52536,subvillage,0.5,0.8,3,1500,0.631921,3.43748,-1,1098,3563,130695,6,2,1,2024
1,1,924257,316,51907,subvillage,0.6,0.6,2,1500,0.620466,3.54921,-1,1234,4129,137548,9,4,1,2026
1,2,924258,316,52368,subvillage,0.6,0.6,2,1500,0.622375,3.54397,-1,1226,4172,148945,10,4,1,2027
1,3,924259,316,52162,subvillage,0.6,0.6,2,1500,0.641466,3.55228,-1,1250,4174,143333,8,3,1,2025
1,4,924260,316,52582,subvillage,0.6,0.6,2,1500,0.61092,3.6411,-1,1209,4143,136171,10,4,1,2027
1,5,924261,316,52485,subvillage,0.6,0.6,2,1500,0.649103,3.5208,-1,1371,4602,150365,9,4,1,2026
1,6,924262,316,52305,subvillage,0.6,0.6,2,1500,0.58992,3.4393,-1,1199,3904,122663,7,3,1,2024
1,7,924263,316,52620,subvillage,0.6,0.6,2,1500,0.601375,3.58153,-1,1216,4095,130428,7,3,1,2024
1,8,924264,316,52209,subvillage,0.6,0.6,2,1500,0.609011,3.62671,-1,1288,4179,139171,8,3,1,2025
1,9,924265,316,52363,subvillage,0.6,0.6,2,1500,0.551737,3.53933,-1,1103,3944,131336,9,4,1,2026
1,10,924266,316,52338,subvillage,0.6,0.6,2,1500,0.65483,3.48815,-1,1277,4438,141641,9,4,1,2026
1,1,1024257,316,52007,subvillage,0.6,0.6,3,1500,0.603284,3.57054,-1,1231,4240,148454,9,3,1,2027
1,2,1024258,316,52373,subvillage,0.6,0.6,3,1500,0.605193,3.58775,-1,1203,4240,142162,8,2,1,2026
1,3,1024259,316,52864,subvillage,0.6,0.6,3,1500,0.559374,3.50492,-1,1169,4143,138431,8,2,1,2026
1,4,1024260,316,52664,subvillage,0.6,0.6,3,1500,0.637648,3.6136,-1,1314,4595,157839,15,5,1,2033
1,5,1024261,316,52610,subvillage,0.6,0.6,3,1500,0.559374,3.53737,-1,1241,4816,149661,11,4,1,2029
1,6,1024262,316,52448,subvillage,0.6,0.6,3,1500,0.580374,3.57191,-1,1311,4530,147793,8,2,1,2026
1,7,1024263,316,52399,subvillage,0.6,0.6,3,1500,0.599465,3.47299,-1,1271,4528,146745,10,3,1,2028
1,8,1024264,316,52122,subvillage,0.6,0.6,3,1500,0.626193,3.67314,-1,1293,4626,140983,8,2,1,2026
1,9,1024265,316,52268,subvillage,0.6,0.6,3,1500,0.570829,3.46333,-1,1232,4460,138435,8,3,1,2026
1,10,1024266,316,52902,subvillage,0.6,0.6,3,1500,0.591829,3.55439,-1,1344,4877,158399,10,3,1,2028
1,1,924357,316,52305,subvillage,0.6,0.7,2,1500,0.580374,3.60959,-1,1110,3526,131379,6,3,1,2023
1,2,924358,316,52262,subvillage,0.6,0.7,2,1500,0.614738,3.62099,-1,1282,4499,137207,7,3,1,2024
1,3,924359,316,52333,subvillage,0.6,0.7,2,1500,0.626193,3.48051,-1,1159,3972,117856,6,3,1,2023
1,4,924360,316,52472,subvillage,0.6,0.7,2,1500,0.599465,3.64912,-1,1264,4228,134600,6,3,1,2023
1,5,924361,316,52764,subvillage,0.6,0.7,2,1500,0.544101,3.40833,-1,1197,3998,138976,7,3,1,2024
1,6,924362,316,52619,subvillage,0.6,0.7,2,1500,0.603284,3.50703,-1,1248,4186,141254,8,4,1,2025
1,7,924363,316,52360,subvillage,0.6,0.7,2,1500,0.591829,3.54411,-1,1244,4192,135364,8,4,1,2025
1,8,924364,316,52319,subvillage,0.6,0.7,2,1500,0.576556,3.52797,-1,1081,3467,132475,8,4,1,2025
