Group,Population,X,Y
1,58,2.1999999999999997,22.549999999999997
2,42,2.7499999999999996,22.549999999999997
3,23,11.549999999999999,22.549999999999997
4,68,7.699999999999999,21.999999999999996
5,46,9.899999999999999,21.999999999999996
6,57,10.999999999999998,21.999999999999996
7,33,13.199999999999998,21.999999999999996
8,54,15.399999999999999,21.999999999999996
9,12,16.499999999999996,21.999999999999996
10,78,0,21.449999999999996
11,12,0.5499999999999998,21.449999999999996
12,10,6.599999999999999,21.449999999999996
13,147,9.35,21.449999999999996
14,14,10.45,21.449999999999996
15,17,13.199999999999998,21.449999999999996
16,28,14.299999999999999,21.449999999999996
17,21,18.15,21.449999999999996
18,28,3.8499999999999996,20.899999999999995
19,36,6.599999999999999,20.899999999999995
20,133,9.35,20.899999999999995
21,143,9.899999999999999,20.899999999999995
22,12,11.549999999999999,20.899999999999995
23,111,6.049999999999999,20.349999999999994
24,50,7.1499999999999995,20.349999999999994
25,26,9.35,20.349999999999994
26,351,12.649999999999999,20.349999999999994
27,104,13.749999999999998,20.349999999999994
28,41,16.499999999999996,20.349999999999994
29,38,6.599999999999999,19.799999999999997
30,33,7.1499999999999995,19.799999999999997
31,127,12.099999999999998,19.799999999999997
32,64,12.649999999999999,19.799999999999997
33,46,13.199999999999998,19.799999999999997
34,86,20.349999999999998,19.799999999999997
35,133,2.7499999999999996,19.249999999999996
36,42,10.999999999999998,19.249999999999996
37,30,12.099999999999998,19.249999999999996
38,105,15.399999999999999,19.249999999999996
39,174,17.599999999999998,19.249999999999996
40,50,19.799999999999997,19.249999999999996
41,11,3.2999999999999994,18.699999999999996
42,33,5.499999999999999,18.699999999999996
43,43,13.199999999999998,18.699999999999996
44,13,14.299999999999999,18.699999999999996
45,18,15.399999999999999,18.699999999999996
46,123,18.15,18.699999999999996
47,10,3.8499999999999996,18.149999999999995
48,108,8.249999999999998,18.149999999999995
49,108,10.999999999999998,18.149999999999995
50,56,13.749999999999998,18.149999999999995
51,40,14.849999999999998,18.149999999999995
